epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
373,437.003,0.48652,0.3265,0.97443,0.9839,0.99987,0.99456,0.92352,0.44515,0.2986,0.96979,0.000439154,0.000439154,0.000439154
374,438.163,0.4796,0.31222,0.9617,0.97971,1,0.99416,0.91934,0.48302,0.29322,0.98973,0.000435854,0.000435854,0.000435854
375,439.311,0.4754,0.31145,0.95902,0.9803,1,0.99426,0.91975,0.48964,0.29947,0.98626,0.000432553,0.000432553,0.000432553
376,440.487,0.47717,0.30585,0.96322,0.98072,1,0.99368,0.92223,0.47688,0.30451,0.97576,0.000429253,0.000429253,0.000429253
377,441.639,0.47952,0.31355,0.97125,0.97982,1,0.99344,0.92227,0.46184,0.29364,0.97603,0.000425952,0.000425952,0.000425952
378,442.821,0.52119,0.33125,0.95298,0.98247,1,0.99309,0.92766,0.45108,0.29218,0.96188,0.000422651,0.000422651,0.000422651
379,444.004,0.48171,0.3124,0.9617,0.98443,1,0.99316,0.92089,0.47338,0.2935,0.97614,0.000419351,0.000419351,0.000419351
380,445.178,0.49599,0.31882,0.95043,0.98457,1,0.9933,0.92151,0.47244,0.29531,0.98646,0.00041605,0.00041605,0.00041605
381,446.329,0.49546,0.30983,0.96179,0.98485,1,0.99393,0.92099,0.47433,0.29225,0.97822,0.000412749,0.000412749,0.000412749
382,447.483,0.46797,0.30676,0.96962,0.98476,1,0.99406,0.92405,0.44648,0.28411,0.9712,0.000409449,0.000409449,0.000409449
383,448.65,0.46198,0.30918,0.96393,0.98109,1,0.99368,0.91456,0.48584,0.30053,0.97391,0.000406148,0.000406148,0.000406148
384,449.822,0.46838,0.30891,0.95005,0.97954,1,0.99374,0.92287,0.48127,0.30183,0.98611,0.000402847,0.000402847,0.000402847
385,450.977,0.47336,0.30666,0.95608,0.97812,1,0.99412,0.92065,0.49487,0.2947,0.98987,0.000399547,0.000399547,0.000399547
386,452.144,0.4765,0.31279,0.9583,0.97913,0.99761,0.99418,0.92004,0.47642,0.29129,0.97335,0.000396246,0.000396246,0.000396246
387,453.301,0.48016,0.31475,0.9342,0.98407,1,0.99359,0.924,0.4661,0.29116,0.96445,0.000392945,0.000392945,0.000392945
388,454.465,0.45182,0.30223,0.94303,0.98459,1,0.99247,0.92436,0.45177,0.28773,0.96135,0.000389645,0.000389645,0.000389645
389,455.624,0.46016,0.30337,0.945,0.98476,1,0.99327,0.91946,0.45646,0.28455,0.96954,0.000386344,0.000386344,0.000386344
390,456.775,0.4738,0.31708,0.95698,0.98445,1,0.99326,0.92223,0.48667,0.28575,0.99709,0.000383043,0.000383043,0.000383043
391,457.931,0.48868,0.31358,0.94285,0.98419,1,0.99348,0.92273,0.45899,0.28871,0.97705,0.000379743,0.000379743,0.000379743
392,459.117,0.46568,0.30666,0.95769,0.9802,1,0.99392,0.9201,0.46296,0.29883,0.97444,0.000376442,0.000376442,0.000376442
393,460.271,0.47285,0.30913,0.95363,0.97989,1,0.99406,0.92099,0.44329,0.3009,0.95752,0.000373141,0.000373141,0.000373141
394,461.426,0.47403,0.32228,0.94194,0.98509,0.99994,0.99394,0.92284,0.44136,0.29095,0.9553,0.000369841,0.000369841,0.000369841
395,462.587,0.4743,0.31663,0.93859,0.98512,0.99972,0.99425,0.92531,0.44082,0.29575,0.96231,0.00036654,0.00036654,0.00036654
396,463.739,0.48298,0.31034,0.95545,0.98202,0.9966,0.9943,0.91678,0.46353,0.30189,0.97723,0.000363239,0.000363239,0.000363239
397,464.887,0.47025,0.30836,0.96342,0.98623,0.9932,0.99407,0.91903,0.45838,0.29318,0.96997,0.000359939,0.000359939,0.000359939
398,466.041,0.47402,0.30229,0.94307,0.98421,0.9994,0.99363,0.92563,0.46168,0.2889,0.97635,0.000356638,0.000356638,0.000356638
399,467.197,0.46712,0.30636,0.94507,0.98314,1,0.99359,0.92579,0.44307,0.28141,0.96668,0.000353337,0.000353337,0.000353337
400,468.356,0.45927,0.29889,0.95019,0.98619,1,0.99395,0.92171,0.44297,0.28267,0.9666,0.000350037,0.000350037,0.000350037
401,469.517,0.47995,0.30926,0.94707,0.985,1,0.99379,0.92712,0.45214,0.28061,0.97211,0.000346736,0.000346736,0.000346736
402,470.683,0.45035,0.29859,0.95673,0.98529,0.9999,0.99361,0.92718,0.45753,0.28651,0.97585,0.000343435,0.000343435,0.000343435
403,471.836,0.44148,0.28962,0.95098,0.98521,1,0.99356,0.93155,0.45128,0.28074,0.96466,0.000340135,0.000340135,0.000340135
404,473.004,0.46191,0.29847,0.94577,0.98699,0.99985,0.99406,0.92791,0.44088,0.28325,0.96804,0.000336834,0.000336834,0.000336834
405,474.163,0.47225,0.31006,0.94618,0.98689,1,0.99403,0.92596,0.45548,0.28468,0.9759,0.000333533,0.000333533,0.000333533
406,475.322,0.47991,0.30153,0.94128,0.98575,1,0.99399,0.9305,0.46064,0.2868,0.97134,0.000330233,0.000330233,0.000330233
407,476.493,0.46377,0.29915,0.94525,0.98332,1,0.99394,0.92941,0.44696,0.28408,0.96658,0.000326932,0.000326932,0.000326932
408,477.645,0.45132,0.29284,0.94436,0.98246,0.99895,0.9937,0.92081,0.46433,0.29453,0.97829,0.000323631,0.000323631,0.000323631
409,478.807,0.47571,0.31088,0.9656,0.97556,0.99971,0.99382,0.91939,0.45796,0.28633,0.98519,0.000320331,0.000320331,0.000320331
410,479.991,0.45788,0.28905,0.93662,0.97544,0.99927,0.99388,0.92637,0.45001,0.2878,0.97964,0.00031703,0.00031703,0.00031703
411,481.139,0.46492,0.29804,0.93762,0.97656,1,0.99369,0.92415,0.45624,0.29293,0.98675,0.000313729,0.000313729,0.000313729
412,482.291,0.43935,0.29008,0.93753,0.9822,1,0.99367,0.91794,0.47639,0.28754,0.99075,0.000310429,0.000310429,0.000310429
413,483.451,0.45955,0.30036,0.94428,0.98794,0.99908,0.99407,0.92079,0.4579,0.28379,0.97287,0.000307128,0.000307128,0.000307128
414,484.59,0.44783,0.29215,0.94163,0.986,1,0.99422,0.92599,0.42591,0.28077,0.9638,0.000303827,0.000303827,0.000303827
415,485.754,0.46511,0.30234,0.93219,0.98346,1,0.99389,0.92574,0.44287,0.28883,0.97321,0.000300527,0.000300527,0.000300527
416,486.905,0.44508,0.29315,0.9301,0.98268,1,0.99386,0.91975,0.44181,0.28196,0.97247,0.000297226,0.000297226,0.000297226
417,488.046,0.45178,0.29668,0.93994,0.98355,1,0.99387,0.92239,0.44023,0.27934,0.96835,0.000293925,0.000293925,0.000293925
418,489.2,0.43843,0.28549,0.9412,0.98796,0.99891,0.99397,0.92482,0.43627,0.282,0.9652,0.000290625,0.000290625,0.000290625
419,490.368,0.47617,0.30885,0.94311,0.98659,0.99696,0.99416,0.91979,0.45944,0.28833,0.97233,0.000287324,0.000287324,0.000287324
420,491.53,0.46631,0.30338,0.96153,0.98374,0.9966,0.99409,0.92227,0.45032,0.28699,0.97036,0.000284023,0.000284023,0.000284023
421,492.705,0.44532,0.29602,0.9655,0.98301,0.9966,0.99387,0.92759,0.44497,0.28274,0.9697,0.000280723,0.000280723,0.000280723
422,493.868,0.45833,0.29779,0.94974,0.98038,1,0.99349,0.92294,0.45123,0.28363,0.97051,0.000277422,0.000277422,0.000277422
423,495.028,0.44801,0.29319,0.94047,0.98031,1,0.99339,0.92432,0.47994,0.2862,0.97353,0.000274121,0.000274121,0.000274121
424,496.225,0.44299,0.29516,0.94961,0.98044,1,0.9935,0.92416,0.45828,0.27996,0.97577,0.000270821,0.000270821,0.000270821
425,497.385,0.44779,0.29807,0.96384,0.98006,1,0.99366,0.92394,0.44284,0.27705,0.96374,0.00026752,0.00026752,0.00026752
426,498.532,0.4554,0.29322,0.9378,0.97989,1,0.99375,0.92646,0.44249,0.27826,0.95733,0.00026422,0.00026422,0.00026422
427,499.683,0.43561,0.28525,0.93318,0.97957,0.99964,0.9938,0.92706,0.44293,0.27718,0.96179,0.000260919,0.000260919,0.000260919
428,500.871,0.44877,0.29552,0.94068,0.97995,1,0.99383,0.92699,0.4622,0.27983,0.96459,0.000257618,0.000257618,0.000257618
429,502.052,0.45418,0.29759,0.95373,0.98415,1,0.99372,0.91919,0.45537,0.27965,0.96943,0.000254318,0.000254318,0.000254318
430,503.202,0.44989,0.28816,0.94029,0.98419,1,0.99389,0.92297,0.47244,0.28694,0.96809,0.000251017,0.000251017,0.000251017
431,504.356,0.43414,0.28948,0.93228,0.9829,1,0.99386,0.92357,0.44754,0.27862,0.95879,0.000247716,0.000247716,0.000247716
432,505.54,0.46664,0.30316,0.94392,0.98069,1,0.99395,0.92169,0.44164,0.28199,0.95945,0.000244416,0.000244416,0.000244416
433,506.723,0.4477,0.28923,0.94175,0.98147,1,0.99415,0.91885,0.43852,0.28131,0.96741,0.000241115,0.000241115,0.000241115
434,507.884,0.43615,0.29055,0.9482,0.98229,1,0.99414,0.92008,0.44983,0.28285,0.96704,0.000237814,0.000237814,0.000237814
435,509.045,0.45751,0.29016,0.93285,0.98165,1,0.9943,0.92167,0.45135,0.27448,0.96875,0.000234514,0.000234514,0.000234514
436,510.217,0.4132,0.28734,0.93332,0.98486,1,0.99453,0.91863,0.45116,0.27688,0.97893,0.000231213,0.000231213,0.000231213
437,511.394,0.42716,0.28324,0.93075,0.98038,1,0.99427,0.92233,0.45375,0.28179,0.97418,0.000227912,0.000227912,0.000227912
438,512.568,0.41893,0.28563,0.93969,0.9789,1,0.99369,0.92495,0.44085,0.28922,0.96577,0.000224612,0.000224612,0.000224612
439,513.731,0.42112,0.28362,0.92734,0.97983,1,0.99333,0.92362,0.45665,0.28029,0.96764,0.000221311,0.000221311,0.000221311
440,514.908,0.44974,0.29228,0.93871,0.98045,1,0.99365,0.91781,0.46197,0.2806,0.97556,0.00021801,0.00021801,0.00021801
441,516.081,0.42741,0.28357,0.93186,0.98242,1,0.99387,0.91979,0.46497,0.28164,0.9727,0.00021471,0.00021471,0.00021471
442,517.245,0.43259,0.28877,0.93081,0.98316,1,0.9939,0.92143,0.44994,0.28098,0.96459,0.000211409,0.000211409,0.000211409
443,518.418,0.45048,0.29177,0.94387,0.98227,1,0.99369,0.92059,0.45742,0.28006,0.96656,0.000208108,0.000208108,0.000208108
444,519.586,0.4538,0.29211,0.936,0.98086,1,0.99351,0.91756,0.45653,0.27713,0.97112,0.000204808,0.000204808,0.000204808
445,520.767,0.43693,0.29196,0.93768,0.9808,1,0.99325,0.92248,0.44261,0.27286,0.96592,0.000201507,0.000201507,0.000201507
446,521.924,0.46276,0.29174,0.93855,0.98034,1,0.99338,0.92527,0.44811,0.26922,0.96695,0.000198206,0.000198206,0.000198206
447,523.086,0.42619,0.27922,0.93454,0.9809,1,0.99378,0.92142,0.45785,0.27393,0.96879,0.000194906,0.000194906,0.000194906
448,524.242,0.43026,0.29052,0.93105,0.98555,1,0.994,0.92277,0.44158,0.27823,0.9622,0.000191605,0.000191605,0.000191605
449,525.415,0.42853,0.28113,0.92538,0.98443,1,0.99396,0.92478,0.44112,0.27115,0.9623,0.000188304,0.000188304,0.000188304
450,526.573,0.42262,0.27877,0.94554,0.98428,1,0.99375,0.92766,0.42955,0.27205,0.95188,0.000185004,0.000185004,0.000185004
451,527.725,0.4511,0.28786,0.93229,0.98388,1,0.99353,0.92637,0.42776,0.27126,0.95122,0.000181703,0.000181703,0.000181703
452,528.88,0.44251,0.29251,0.93706,0.98357,1,0.99371,0.91924,0.43386,0.27226,0.95902,0.000178402,0.000178402,0.000178402
453,530.041,0.43664,0.29398,0.92791,0.98498,1,0.99408,0.92362,0.44345,0.27461,0.96747,0.000175102,0.000175102,0.000175102
454,531.205,0.40383,0.27668,0.91581,0.9857,1,0.99416,0.91817,0.44328,0.27379,0.97024,0.000171801,0.000171801,0.000171801
455,532.378,0.43111,0.28981,0.93187,0.9852,0.9989,0.99402,0.91998,0.438,0.27144,0.9626,0.0001685,0.0001685,0.0001685
456,533.555,0.44294,0.29261,0.94516,0.98664,1,0.99402,0.92075,0.44814,0.2742,0.95797,0.0001652,0.0001652,0.0001652
457,534.72,0.43752,0.27997,0.92947,0.98714,1,0.99391,0.92233,0.44753,0.27362,0.95947,0.000161899,0.000161899,0.000161899
458,535.878,0.4304,0.28174,0.93954,0.98683,0.99916,0.994,0.9228,0.4388,0.26928,0.95688,0.000158598,0.000158598,0.000158598
459,537.03,0.41669,0.28045,0.93666,0.98734,0.9966,0.99397,0.92401,0.44447,0.27354,0.95909,0.000155298,0.000155298,0.000155298
460,538.189,0.45947,0.29457,0.92781,0.98726,0.9966,0.99388,0.92237,0.43903,0.27893,0.96315,0.000151997,0.000151997,0.000151997
461,539.346,0.43662,0.28328,0.91173,0.98731,0.9966,0.99393,0.92484,0.43388,0.27752,0.96284,0.000148696,0.000148696,0.000148696
462,540.507,0.43425,0.29045,0.92808,0.98405,1,0.99391,0.92957,0.44017,0.27832,0.96134,0.000145396,0.000145396,0.000145396
463,541.683,0.43099,0.27823,0.93186,0.98452,1,0.99383,0.92544,0.44503,0.27504,0.95647,0.000142095,0.000142095,0.000142095
464,542.865,0.43681,0.28653,0.92772,0.98411,0.99996,0.99391,0.9222,0.43786,0.27447,0.95538,0.000138794,0.000138794,0.000138794
465,544.025,0.43591,0.29189,0.92315,0.9845,1,0.99393,0.92156,0.43553,0.27837,0.95656,0.000135494,0.000135494,0.000135494
466,545.182,0.42285,0.28349,0.92094,0.98461,1,0.99389,0.92041,0.43934,0.27443,0.96085,0.000132193,0.000132193,0.000132193
467,546.34,0.42558,0.28405,0.93014,0.98466,1,0.9941,0.92428,0.43132,0.27423,0.95905,0.000128892,0.000128892,0.000128892
468,547.488,0.42936,0.28604,0.93287,0.98658,1,0.99386,0.92518,0.4383,0.27501,0.96272,0.000125592,0.000125592,0.000125592
469,548.665,0.42493,0.27788,0.93745,0.9874,1,0.99369,0.92542,0.43492,0.27651,0.96268,0.000122291,0.000122291,0.000122291
470,549.822,0.41314,0.28254,0.92042,0.9843,1,0.99339,0.92213,0.43329,0.2792,0.95895,0.00011899,0.00011899,0.00011899
471,550.995,0.42544,0.27717,0.9338,0.98628,0.9966,0.99348,0.92356,0.43937,0.27977,0.95804,0.00011569,0.00011569,0.00011569
472,552.177,0.42776,0.28424,0.92351,0.98705,0.9966,0.99374,0.92382,0.44447,0.27994,0.95889,0.000112389,0.000112389,0.000112389
473,553.371,0.41825,0.27804,0.93243,0.98709,0.9966,0.9939,0.9269,0.43872,0.2804,0.95694,0.000109088,0.000109088,0.000109088
474,554.543,0.42626,0.28248,0.94693,0.98397,1,0.994,0.92559,0.43239,0.28144,0.95676,0.000105788,0.000105788,0.000105788
475,555.717,0.42447,0.27693,0.91835,0.98445,1,0.99381,0.92441,0.43427,0.28129,0.95591,0.000102487,0.000102487,0.000102487
476,556.888,0.40871,0.2752,0.92177,0.98453,1,0.99364,0.92382,0.43899,0.28018,0.95386,9.91865e-05,9.91865e-05,9.91865e-05
477,558.075,0.42821,0.27891,0.9434,0.98456,1,0.99363,0.92673,0.43742,0.28361,0.95261,9.58858e-05,9.58858e-05,9.58858e-05
478,559.276,0.43307,0.28351,0.9268,0.98452,1,0.99356,0.92687,0.4408,0.28204,0.95423,9.25852e-05,9.25852e-05,9.25852e-05
479,560.483,0.42018,0.28223,0.92054,0.98441,1,0.99355,0.92655,0.44308,0.28425,0.95824,8.92845e-05,8.92845e-05,8.92845e-05
480,561.735,0.41102,0.27478,0.92188,0.98433,1,0.99368,0.92701,0.44914,0.2822,0.95883,8.59839e-05,8.59839e-05,8.59839e-05
481,562.928,0.42511,0.28393,0.93908,0.98432,1,0.99375,0.92795,0.44464,0.28058,0.95424,8.26832e-05,8.26832e-05,8.26832e-05
482,564.159,0.41432,0.27432,0.92559,0.98431,1,0.99381,0.92697,0.43455,0.27936,0.95101,7.93825e-05,7.93825e-05,7.93825e-05
483,565.356,0.42498,0.27779,0.93206,0.98396,1,0.99371,0.92604,0.43207,0.28716,0.95108,7.60819e-05,7.60819e-05,7.60819e-05
484,566.535,0.42394,0.27866,0.93422,0.98364,0.99735,0.9937,0.92593,0.43464,0.2822,0.952,7.27812e-05,7.27812e-05,7.27812e-05
485,567.71,0.40931,0.27013,0.92438,0.98394,0.99688,0.99373,0.92683,0.43926,0.28112,0.95253,6.94806e-05,6.94806e-05,6.94806e-05
486,568.87,0.42496,0.28016,0.94088,0.98555,0.9966,0.99389,0.92945,0.43371,0.27787,0.95048,6.61799e-05,6.61799e-05,6.61799e-05
487,570.034,0.42716,0.28449,0.92317,0.98679,0.9966,0.99395,0.93119,0.42966,0.27338,0.94778,6.28792e-05,6.28792e-05,6.28792e-05
488,571.206,0.41645,0.27324,0.92105,0.98701,0.99772,0.99404,0.93077,0.42393,0.27258,0.94693,5.95786e-05,5.95786e-05,5.95786e-05
489,572.371,0.42387,0.27954,0.92835,0.98687,0.9971,0.99399,0.92909,0.42433,0.27127,0.94959,5.62779e-05,5.62779e-05,5.62779e-05
490,573.553,0.42703,0.28002,0.93371,0.98993,0.99873,0.994,0.93013,0.43081,0.27259,0.95357,5.29773e-05,5.29773e-05,5.29773e-05
491,575.172,0.41834,0.27178,0.92242,0.9898,0.99837,0.99404,0.9299,0.43632,0.27473,0.95477,4.96766e-05,4.96766e-05,4.96766e-05
492,576.843,0.40239,0.27257,0.93011,0.98828,0.9966,0.99404,0.93008,0.44019,0.27434,0.95652,4.63759e-05,4.63759e-05,4.63759e-05
493,578.019,0.40361,0.27196,0.92654,0.98831,0.9966,0.99403,0.92774,0.44018,0.276,0.9567,4.30753e-05,4.30753e-05,4.30753e-05
494,579.175,0.38823,0.26794,0.9168,0.9884,0.9966,0.99404,0.92826,0.43767,0.27212,0.95746,3.97746e-05,3.97746e-05,3.97746e-05
495,580.351,0.39559,0.27091,0.92388,0.98857,0.9966,0.99404,0.93023,0.43549,0.27138,0.9585,3.6474e-05,3.6474e-05,3.6474e-05
496,581.509,0.41492,0.27244,0.91892,0.98842,0.9966,0.99412,0.92933,0.43548,0.27389,0.95931,3.31733e-05,3.31733e-05,3.31733e-05
497,582.674,0.39175,0.26367,0.92675,0.9882,0.9966,0.99415,0.93071,0.43596,0.274,0.95881,2.98726e-05,2.98726e-05,2.98726e-05
498,583.837,0.4042,0.27158,0.92898,0.98807,0.9966,0.99415,0.92967,0.43616,0.27432,0.95857,2.6572e-05,2.6572e-05,2.6572e-05
499,584.99,0.41276,0.27251,0.92399,0.98862,0.9966,0.99415,0.92724,0.43501,0.27364,0.95831,2.32713e-05,2.32713e-05,2.32713e-05
500,586.175,0.42099,0.28172,0.9233,0.9887,0.9966,0.99415,0.92733,0.43444,0.27067,0.95754,1.99707e-05,1.99707e-05,1.99707e-05
